127.0.0.1 - - [09/Nov/2022:10:11:36 +0900] "GET / HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:54 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5565
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:54 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:54 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:55 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5576
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:55 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:55 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:04 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:07 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:20 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5584
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:12:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:19 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5623
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:27 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:43 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5678
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:43 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:43 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:52 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5678
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:13:52 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:14:01 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5677
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:14:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:14:52 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5660
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:14:52 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:15 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:21 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5661
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:21 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:35 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:35 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:39 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5661
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:39 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:15:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:19:45 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5660
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:19:45 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:19:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:14 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5639
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:28 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:40 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5623
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:48 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5640
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:58 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5621
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:20:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:13 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:13 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:24 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5615
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:24 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:33 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5642
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:33 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:38 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:40 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:40 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5642
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5642
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5642
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:44 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5621
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:21:44 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:22:01 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:22:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:22:22 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5623
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:22:22 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:14 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5618
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:20 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5619
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:32 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:32 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:34 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:34 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:38 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5639
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:23:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:24:01 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5647
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:24:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:24:13 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5648
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:24:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:25:32 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:25:32 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:25:32 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:25:34 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:22 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5643
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:22 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:30 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5643
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:30 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:35 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:39 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5642
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:50 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5657
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:26:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:00 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5645
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:00 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:20 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5681
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:24 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:24 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:29 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5681
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:50 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5658
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:56 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5658
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:27:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:09 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5659
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:09 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:24 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5676
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:24 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:41 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5703
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:42 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5698
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:49 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:57 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:28:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:02 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:02 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:07 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5703
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:16 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5704
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:23 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:23 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:41 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5703
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:52 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5711
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:29:52 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:31:10 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:31:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:33:38 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6115
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:33:38 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:33:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:33:47 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:33:52 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:00 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6460
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:00 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:11 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6459
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:11 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:19 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:24 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6458
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:24 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:29 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:55 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6457
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:34:55 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:01 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6450
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:14 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6460
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:25 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6478
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:32 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:32 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:37 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6461
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:35:37 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:04 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6453
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:12 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6452
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:12 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:48 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:48 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:56 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6459
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:37:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:03 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:10 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6460
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:14 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:25 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6457
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:35 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6449
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:40 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:46 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:46 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:38:49 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:03 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6808
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:04 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:07 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:39 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 7036
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:41:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:42:02 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:42:02 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:42:02 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:42:38 +0900] "GET /a05_cssHigh/a03_position.html HTTP/1.1" 200 1952
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:42:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:25 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6971
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:39 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6966
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:48 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6966
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:43:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:44:56 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6824
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:44:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
